passport_id,owner_address,signer_address,ens_name,voting_escrow
201,0x5975ec3c60ad6391722fa5a7f8f9c15a3908d596,0x5975ec3c60ad6391722fa5a7f8f9c15a3908d596,12308.eth,1.02
202,0xadc73eb8e4673e5fd5a9c709c4379c074991f2d3,0xadc73eb8e4673e5fd5a9c709c4379c074991f2d3,,2.58
203,0xb00d51d3992bc412f783d0e21edcf952ce651d91,0xb00d51d3992bc412f783d0e21edcf952ce651d91,huangnanlv.eth,1.02
204,0x0f465f7ce5a1e26c402177194653c12e7222f127,0x0f465f7ce5a1e26c402177194653c12e7222f127,xiangren131419.eth,1.06
205,0xe6f4dc7260e77aa6dc2f36596f3d19493eb20b93,0xe6f4dc7260e77aa6dc2f36596f3d19493eb20b93,luffy54.eth,1.02
206,0xf1749bdf6778d3ff38bd69c08452a3a3e0034fcd,0xf1749bdf6778d3ff38bd69c08452a3a3e0034fcd,jacksonfanfyp.eth,1.03
207,0xd67a083e546da29ffb839a0fa741503a432cb101,0xd67a083e546da29ffb839a0fa741503a432cb101,jaybaba.eth,1.24
208,0x3be9909766f2d5c3bf3e587ff4e53790ba4e40af,0x3be9909766f2d5c3bf3e587ff4e53790ba4e40af,yangzhiyan.eth,1.23
209,0x8b9adbaf6f54db3b7eeab54add3f0ffa836e52c5,0x8b9adbaf6f54db3b7eeab54add3f0ffa836e52c5,aadopii.eth,1.02
210,0x6a26810b6eeed68067d9f63734ba9c7dea750ca5,0x6a26810b6eeed68067d9f63734ba9c7dea750ca5,metaatem.eth,1.11
211,0x51f144d6b9370be879943dc1ba149353a8778033,0x51f144d6b9370be879943dc1ba149353a8778033,byteland.eth,1.23
212,0x568588cf1896186da51593f4ee5925712112ee30,0x568588cf1896186da51593f4ee5925712112ee30,,1.09
213,0x45f233399c7e79b459722053cf96cbe7155b206a,0x45f233399c7e79b459722053cf96cbe7155b206a,liujiao.eth,1.25
214,0xd3579d5affa632b1630a731897a71dc36e1a70f4,0xd3579d5affa632b1630a731897a71dc36e1a70f4,miaow.eth,1.54
215,0x6947a6db176b953db0514dfa5482ce2fdc337ed7,0x6947a6db176b953db0514dfa5482ce2fdc337ed7,bitsnow.eth,1.54
216,0xfa4572b4e734587fe0b4d415a92e6654c0c71460,0xfa4572b4e734587fe0b4d415a92e6654c0c71460,9392x.eth,1.03
217,0xa4d3316b09125c0d1bbfe757f43d3aae4e4e9d8f,0xa4d3316b09125c0d1bbfe757f43d3aae4e4e9d8f,onbtc.eth,1.07
218,0x2c3b3338543ec85a98f4cfae089d1821453bb62f,0x2c3b3338543ec85a98f4cfae089d1821453bb62f,sopay.eth,1.11
219,0x64c8edb2af58db2e0b9d0e52fb4099876210a929,0x64c8edb2af58db2e0b9d0e52fb4099876210a929,bytepunk.eth,1.52
220,0x9eed555a7b54471a0808cec8d176980323674bc8,0x9eed555a7b54471a0808cec8d176980323674bc8,duckbill.eth,1.02
221,0xa2eae2a749103c5631d5525d136ec7b956dd7c85,0xa2eae2a749103c5631d5525d136ec7b956dd7c85,superalloy.eth,1.03
222,0x8e26545ca905148a209dcb476e081f3716f4ca0f,0x8e26545ca905148a209dcb476e081f3716f4ca0f,peace420.eth,1.02
223,0xc54a6c3778016b06cbd126ccc3b5bc06c5f666fb,0xc54a6c3778016b06cbd126ccc3b5bc06c5f666fb,ly888.eth,1.08
224,0xda8c0dc17495e84e86b37c77d713acacaae83cf2,0xda8c0dc17495e84e86b37c77d713acacaae83cf2,ganker.eth,1.18
225,0x540e9f78d6265aaa9ad320f31ac38ff2553f6f5f,0x540e9f78d6265aaa9ad320f31ac38ff2553f6f5f,0xmaxim.eth,1.53
226,0xccff041faeb4afda1cf84b0c082d907387291453,0xef3bbcb9df930c9ba9e12d9856a34626ae3d9963,,1.14
227,0xe658e6db16d9e83823b83ec4452bda0f2f039682,0xe658e6db16d9e83823b83ec4452bda0f2f039682,bort.eth,1.07
228,0xea886349d44aa81de644f0f02105707f563103e6,0xea886349d44aa81de644f0f02105707f563103e6,old.reblock.eth,1.07
229,0x68f9d801c96ac6ccf562f3600cef77c4504449b6,0x68f9d801c96ac6ccf562f3600cef77c4504449b6,brukhman.eth,0.00
230,0x9fe442832cda0a96b75404fbedce97a7b50d4c4a,0x9fe442832cda0a96b75404fbedce97a7b50d4c4a,,1.03
231,0xd46f32396cf5854af3d2f83d970950616896fffb,0xd46f32396cf5854af3d2f83d970950616896fffb,nation3people.eth,1.18
232,0xb3a7fbc2fa38c18ad4433ae93fe7f215fd2d057f,0xb3a7fbc2fa38c18ad4433ae93fe7f215fd2d057f,kimymt.eth,1.08
233,0x4e3072f7b5c075ea5fdeb423da95312c4b99dc22,0x4e3072f7b5c075ea5fdeb423da95312c4b99dc22,ash.nation3.eth,39.34
234,0xd36d877177ca270f8510c4340653e2b5ae3bdf96,0xd36d877177ca270f8510c4340653e2b5ae3bdf96,guance.eth,1.09
235,0x8d365687a75dc7688864822869ae0551bb6fc105,0x8d365687a75dc7688864822869ae0551bb6fc105,,1.10
236,0x59551f9be1e52a05e376b3e0c6ffc7ac7cbf510e,0x59551f9be1e52a05e376b3e0c6ffc7ac7cbf510e,,0.99
237,0xa2f1356191ca07dcc50c03465bcec0ec25089501,0xa2f1356191ca07dcc50c03465bcec0ec25089501,ifchen.eth,1.06
238,0xd3e9d60e4e4de615124d5239219f32946d10151d,0xd3e9d60e4e4de615124d5239219f32946d10151d,,1.04
239,0xf3b06b503652a5e075d423f97056dfde0c4b066f,0xf3b06b503652a5e075d423f97056dfde0c4b066f,ferran.eth,1.08
240,0x6c0aff3a716292f37c79bc726964941f1d8ee819,0x6c0aff3a716292f37c79bc726964941f1d8ee819,alexmc.eth,1.09
241,0xa3e2330e4fa9bb23d7eaaa3628b2c1906eead200,0xa3e2330e4fa9bb23d7eaaa3628b2c1906eead200,radstrom.eth,1.31
242,0xdf8f53b9f83e611e1154402992c6f6cb7daf246c,0xdf8f53b9f83e611e1154402992c6f6cb7daf246c,,1.29
243,0xdd9d54042c70bdcd8f946e0b5babbbfb5d69945a,0xdd9d54042c70bdcd8f946e0b5babbbfb5d69945a,aicc.eth,0.45
244,0x1f9e7984eddb135ab6d6f354e229970bb332dcc4,0x1f9e7984eddb135ab6d6f354e229970bb332dcc4,teresacd.eth,1.15
245,0x1efadf6083d9aac344d29cb8287c37af16c86e45,0x1efadf6083d9aac344d29cb8287c37af16c86e45,gordo-d.eth,1.15
246,0x85a363699c6864248a6ffca66e4a1a5ccf9f5567,0x85a363699c6864248a6ffca66e4a1a5ccf9f5567,dearmoon.eth,1.15
247,0xd83551b29d0da46c9b6d105ef359e23aaf46e764,0xd83551b29d0da46c9b6d105ef359e23aaf46e764,,1.21
248,0x5731c547ae4cbdc7fe3db6e024562c5b73e3309c,0x5731c547ae4cbdc7fe3db6e024562c5b73e3309c,,1.16
249,0xd7e7638a352192eb5e472abe4b8d2edffedbc4e7,0xd7e7638a352192eb5e472abe4b8d2edffedbc4e7,q1ke.eth,1.16
250,0x0c5040dc024dec029504422b26c993d9bf7c0e74,0x0c5040dc024dec029504422b26c993d9bf7c0e74,,1.17
251,0x18d3ed5261f23cf0cdfbcf0512123b179b0816f0,0x18d3ed5261f23cf0cdfbcf0512123b179b0816f0,farahjan.eth,1.15
252,0xc316f415096223561e2077c30a26043499d579ad,0xc316f415096223561e2077c30a26043499d579ad,cattincapital.eth,1.17
253,0xeca5e3ce0774372e71ce9b3675cb07c6677c2d52,0xeca5e3ce0774372e71ce9b3675cb07c6677c2d52,,1.16
254,0xf351d914f2500db0e3d51d521fb0d29185f68ab8,0xf351d914f2500db0e3d51d521fb0d29185f68ab8,,1.14
255,0x60ced16daacb2a9e0ee53c5c36d483ee7d323855,0x60ced16daacb2a9e0ee53c5c36d483ee7d323855,xkdao.eth,0.71
256,0x1e8ee48d0621289297693fc98914da2efdce1477,0x1e8ee48d0621289297693fc98914da2efdce1477,capitulation.eth,1.41
257,0x789fdbd4f7f15dc4cc56c0a91716ce170e95cf2c,0x789fdbd4f7f15dc4cc56c0a91716ce170e95cf2c,,0.76
258,0x9e9550224875f4eb2724907efafab33729282070,0x9e9550224875f4eb2724907efafab33729282070,thegadget.eth,1.16
259,0x6ab791754298d6d6d7c182dc1572126b4ed24897,0x41f665cbca232a17e0bfda62e31744f414938ed9,,1.29
260,0xc42d7e776cb079c3c3b205bd307d0cdbb2431dd3,0xc42d7e776cb079c3c3b205bd307d0cdbb2431dd3,silkenoa.eth,0.99
261,0x46d80c684703367559cca9dbb1448493d7ec12a7,0x46d80c684703367559cca9dbb1448493d7ec12a7,,1.20
262,0x3e25247cff03f99a7d83b28f207112234fee73a6,0x3e25247cff03f99a7d83b28f207112234fee73a6,acg.box,1.32
263,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,0.00
264,0x290aa5081d6298c181949946893876a1b76bf144,0x290aa5081d6298c181949946893876a1b76bf144,0xjialin.eth,1.25
265,0x9d32b9fd580761509f0bbac195bf8ba74185a8a0,0x9d32b9fd580761509f0bbac195bf8ba74185a8a0,,0.66
266,0xb7922c63b04707b47e3e8561b1339dcea3e08368,0xb7922c63b04707b47e3e8561b1339dcea3e08368,,1.94
267,0x40557a41b679e885585597fc18eb908d146110f9,0x40557a41b679e885585597fc18eb908d146110f9,,0.00
268,0x5e2fccb917501e821c68e2bf211dd5a029d4a01a,0x5e2fccb917501e821c68e2bf211dd5a029d4a01a,,0.00
269,0xeabe9000efde94ae1921a66b4e8f9b743c6141ca,0xeabe9000efde94ae1921a66b4e8f9b743c6141ca,,1.68
270,0x0260df43f5444a823fa449c1cdbb8109eb5f262b,0x0260df43f5444a823fa449c1cdbb8109eb5f262b,,0.10
271,0x6f7b839ae190bfb164b4f340259f84edaa6d975b,0x6f7b839ae190bfb164b4f340259f84edaa6d975b,yukichi.eth,1.48
272,0x39245d4cef276e857ef2633f73707189052f00af,0x39245d4cef276e857ef2633f73707189052f00af,captainzaff.eth,3.73
273,0x974a6e338a397e52e69a50daea131f7fdfed4332,0x974a6e338a397e52e69a50daea131f7fdfed4332,jabyl.eth,1.44
274,0x0d779d67a428457cabec145a0f94703d14cd496b,0x0d779d67a428457cabec145a0f94703d14cd496b,stateless.eth,0.90
275,0x11b6715dc95a589f7d52a7b4f3d922f20dcfe3b6,0x11b6715dc95a589f7d52a7b4f3d922f20dcfe3b6,,2.59
276,0x043aee850680c4fb982761b585929834c26cc32c,0x043aee850680c4fb982761b585929834c26cc32c,kyle37.eth,1.48
277,0x70f6d5f06cc0daa9165a42ac0a50920dc4ba3513,0x70f6d5f06cc0daa9165a42ac0a50920dc4ba3513,,1.81
278,0x0678e836c26abcfcd2b7e49559aa1a8b0f3ad36a,0x0678e836c26abcfcd2b7e49559aa1a8b0f3ad36a,tomorrowwendy.eth,2.49
279,0x934f8a8eb7f34d1b89a1c09f0032c7a4ff6bf2d9,0x934f8a8eb7f34d1b89a1c09f0032c7a4ff6bf2d9,,2.12
280,0x11665ed41edf88926a01ebffcba813218aa6723b,0x11665ed41edf88926a01ebffcba813218aa6723b,,1.50
281,0x4c0206bfbf266cf35453d5695ecc43d07fca5c08,0x4c0206bfbf266cf35453d5695ecc43d07fca5c08,amrro.eth,2.18
282,0x742e42c62843515d0608a8e6f70176584e7017d3,0x742e42c62843515d0608a8e6f70176584e7017d3,bhagi.eth,1.59
283,0x895d44d10d1b7b4f5f38e2ae2322539cf93f7aaa,0x895d44d10d1b7b4f5f38e2ae2322539cf93f7aaa,kyngkai909.eth,1.54
284,0xdabb005f1a5433514b6151739d34d2d0a2e91a94,0xdabb005f1a5433514b6151739d34d2d0a2e91a94,deltaecho.eth,0.10
285,0xbb2fd24146d8a56da51143dab9b83cf814677573,0xbb2fd24146d8a56da51143dab9b83cf814677573,,2.92
286,0x8c6b8e67c31db88c0994c002ac5e92f8101a8cda,0x8c6b8e67c31db88c0994c002ac5e92f8101a8cda,dapangdun.eth,3.18
287,0xd47248d5cc7bd078d111b9bae350587621a5aab6,0xd47248d5cc7bd078d111b9bae350587621a5aab6,,1.68
288,0xd6494c5094f07d93b9a36f2cfd32562a744302d4,0xd6494c5094f07d93b9a36f2cfd32562a744302d4,,4.47
289,0xf114db1dbd62a9637e987d55d199453156c0b03e,0xf114db1dbd62a9637e987d55d199453156c0b03e,,1.73
290,0xc1d5a297106be66de1e199ab4aae5f524650885c,0xc1d5a297106be66de1e199ab4aae5f524650885c,,3.31
291,0xbae7da1f1868e8e19e947eff8d840c5eabc33c59,0xbae7da1f1868e8e19e947eff8d840c5eabc33c59,,1.80
292,0x6d02278ce6bbc85991dcabb4d2ef4a00804371e6,0x6d02278ce6bbc85991dcabb4d2ef4a00804371e6,,0.96
293,0xc52d4727e972c305c9a865a86f291674ccbf03be,0xc52d4727e972c305c9a865a86f291674ccbf03be,,2.66
294,0xb4bee4a80b9fa46a727514c16d62e7cf60677d01,0xb4bee4a80b9fa46a727514c16d62e7cf60677d01,vivek97.eth,2.68
295,0x5eb150a17e70083223ef161e054c99fca179136b,0x5eb150a17e70083223ef161e054c99fca179136b,,3.00
296,0x6871979c76a1313949b2e928f75dc316e02bfe33,0x6871979c76a1313949b2e928f75dc316e02bfe33,chenguangliang.eth,3.79
